 1.514e-01 6.361e-02 3.653e-02 2.024e-02 1.824e-02 1.520e-02 1.343e-02 1.196e-02 1.103e-02 9.383e-03 1.254e-02 1.658e-02 1.082e-02 8.567e-03 9.362e-03 9.319e-03 7.062e-03 6.603e-03
 0.9427 0.8653 0.7978 0.8492 0.6459 0.9137 0.8418 0.7947 0.6686 0.4676 0.2786 0.4632 0.6415 0.5105 0.4492 0.4094 0.2794 0.2137
 0.6534 0.6220 0.6365 0.7277 0.7759 0.7311 0.7498 0.7685 0.7810 0.8104 0.7322 0.6162 0.6441 0.6802 0.6200 0.5404 0.5178 0.4399
